FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR1188,Kidnapping,Shivamogga,Rural,2025-11-15,Yachana Choudhury,31,Male,Bishakha Chanda,Knife,Under Investigation,17.191339,74.748007,9
FIR1189,Fraud,Ballari,North,2024-07-06,Harrison Khurana,74,Female,Chaman Singh,Unknown,Under Investigation,14.450991,76.864477,6
FIR1190,Robbery,Ballari,Rural,2025-10-04,Vansha Mitra,60,Male,Urvi Nigam,None,Under Investigation,13.717839,75.248455,10
FIR1191,Burglary,Belagavi,East,2024-11-19,Kashish Sabharwal,25,Male,Janani Saran,Rod,Open,12.555014,74.172018,6
FIR1192,Assault,Ballari,West,2025-01-07,Janani Hans,70,Male,Anay Garg,Rod,Under Investigation,17.727439,77.61465,5
FIR1193,Vehicle Theft,Shivamogga,East,2025-05-04,Om Parmer,75,Male,Zaitra Baria,Rod,Open,15.776037,76.459303,7
FIR1194,Theft,Bengaluru Urban,Market,2026-04-20,Ijaya Samra,54,Male,Advay Arora,Vehicle,Open,14.470089,74.379534,8
FIR1195,Drug Trafficking,Kalaburagi,Traffic,2025-06-07,Jairaj Rai,39,Male,Rohan Bala,Knife,Open,11.60429,78.654736,7
FIR1196,Fraud,Mysuru,Rural,2025-08-23,Nathaniel Viswanathan,20,Male,Ria Thaman,Rod,Closed,13.19034,74.679617,4
FIR1197,Burglary,Bengaluru Urban,North,2024-08-18,Charles Bera,75,Male,Kevin Mishra,Unknown,Open,15.95123,75.262892,1
FIR1198,Vehicle Theft,Bengaluru Urban,Market,2025-06-25,Vasana Korpal,45,Female,Wazir Gera,Unknown,Open,11.761663,77.540301,7
FIR1199,Kidnapping,Hubballi-Dharwad,East,2026-02-21,Rohan Sood,59,Male,Banjeet Dyal,Vehicle,Open,16.170076,75.194889,3
FIR1200,Burglary,Belagavi,Traffic,2025-01-05,Ojasvi Balasubramanian,53,Female,Amol Taneja,Knife,Open,15.28686,78.039255,6
FIR1201,Robbery,Ballari,East,2026-02-28,Oscar Munshi,37,Male,Chaitaly Batra,Rod,Open,14.162053,76.153726,4
FIR1202,Assault,Bengaluru Urban,Central,2026-04-16,Chandani Loyal,60,Male,Isha Sodhi,Unknown,Under Investigation,17.10472,78.513077,6
FIR1203,Theft,Shivamogga,South,2026-01-03,Joshua Agarwal,35,Female,Nicholas Parsa,Knife,Open,16.399946,76.936894,8
FIR1204,Fraud,Vijayapura,Rural,2026-05-08,Om Srinivasan,32,Female,Aditya Sharma,Vehicle,Open,12.311506,76.402181,8
FIR1205,Kidnapping,Vijayapura,West,2025-05-01,Daniel Peri,61,Male,Karan Wable,Rod,Open,15.025953,78.647745,7
FIR1206,Fraud,Shivamogga,Traffic,2025-12-05,Gaurang Walla,30,Female,Ikbal Bajaj,Unknown,Under Investigation,17.702802,77.7467,10
FIR1207,Theft,Belagavi,South,2025-01-06,Neel Nagarajan,50,Female,Tanish Sachar,Vehicle,Open,16.306758,75.052234,2
FIR1208,Cyber Crime,Kalaburagi,North,2026-04-29,Jagdish Lad,49,Male,Chavvi Bora,Knife,Closed,14.621578,77.380633,8
FIR1209,Robbery,Ballari,Market,2025-11-29,Naksh Dhingra,69,Male,Isaiah Andra,Knife,Closed,13.102444,77.307951,7
FIR1210,Burglary,Mangaluru,South,2024-07-23,Caleb Kashyap,26,Female,Nitara Bhatia,Unknown,Closed,12.994045,75.717002,8
FIR1211,Cyber Crime,Ballari,West,2025-09-28,Bhavya Mall,54,Male,Urvashi Gokhale,Knife,Under Investigation,11.573385,77.753505,3
FIR1212,Vehicle Theft,Mangaluru,Market,2025-01-20,Bakhshi Banerjee,40,Female,Ira Sahni,None,Closed,12.579551,76.136769,4
FIR1213,Burglary,Mysuru,Market,2025-06-29,Ethan Muni,46,Male,Baljiwan Mahajan,Gun,Closed,14.105498,78.156406,7
FIR1214,Drug Trafficking,Tumakuru,East,2025-07-30,Omaja Dass,60,Female,Champak Sunder,Unknown,Open,13.412417,76.663863,4
FIR1215,Fraud,Mangaluru,North,2025-07-19,Anjali Bhatt,43,Male,Ayush Mane,Unknown,Under Investigation,14.131619,77.385175,10
FIR1216,Assault,Mysuru,West,2025-03-03,Upma Sur,51,Male,Harini Sem,Unknown,Under Investigation,12.352587,74.325257,1
FIR1217,Kidnapping,Bengaluru Urban,East,2025-05-24,Veer Goda,58,Female,William Kothari,Vehicle,Closed,14.879544,76.749244,2
FIR1218,Assault,Ballari,East,2025-05-01,Brinda Swaminathan,38,Male,Chatresh Kadakia,Vehicle,Open,18.263663,75.208534,10
FIR1219,Kidnapping,Hubballi-Dharwad,North,2025-02-08,Kritika Bhasin,71,Female,Yadavi Murthy,Vehicle,Open,17.21597,75.579247,4
FIR1220,Robbery,Mysuru,Central,2026-03-27,Dev Bahl,72,Female,Ishita Upadhyay,Knife,Closed,15.683547,76.275279,9
FIR1221,Drug Trafficking,Tumakuru,South,2024-08-30,Sara Sarkar,57,Male,Darika Ghosh,Rod,Open,15.078496,78.395886,7
FIR1222,Drug Trafficking,Vijayapura,North,2026-02-25,Kabir Seshadri,51,Male,Nandini Dasgupta,Knife,Open,17.174356,74.150734,3
FIR1223,Fraud,Ballari,Central,2025-04-02,Anjali Amble,47,Female,Dipta Dua,None,Under Investigation,15.880819,77.20372,2
FIR1224,Vehicle Theft,Vijayapura,South,2024-10-19,Isaiah Sood,45,Female,Chanakya Barad,Gun,Open,14.757039,77.775463,7
FIR1225,Kidnapping,Kalaburagi,Market,2025-11-25,Onveer Minhas,57,Male,Kala Grewal,Knife,Open,12.309098,75.900641,5
FIR1226,Murder,Tumakuru,Market,2024-09-04,Udarsh Uppal,26,Female,Xalak Bawa,Gun,Open,16.131342,74.283986,3
FIR1227,Robbery,Mysuru,South,2026-04-10,Yashasvi Naik,20,Female,Alexander Brar,Rod,Open,11.616341,75.868287,1
FIR1228,Cyber Crime,Shivamogga,Market,2025-12-11,Warhi Ghose,20,Male,Amrita Sarraf,None,Under Investigation,17.490281,76.316473,8
FIR1229,Kidnapping,Belagavi,Central,2025-01-11,Warinder Dara,70,Female,Jack Zacharia,Vehicle,Closed,17.668317,78.637809,8
FIR1230,Kidnapping,Hubballi-Dharwad,North,2024-10-03,Lucky Saxena,46,Male,Yashasvi Gola,Unknown,Closed,13.714584,75.875961,5
FIR1231,Theft,Belagavi,Central,2025-09-08,Pahal Narula,28,Male,Yashoda Taneja,None,Under Investigation,16.693539,75.074024,5
FIR1232,Cyber Crime,Mangaluru,Rural,2025-03-11,Isha Mallick,44,Female,Priya Korpal,Gun,Closed,15.044915,78.150006,9
FIR1233,Assault,Mysuru,Market,2025-02-21,Urishilla Memon,43,Male,Chanchal Toor,Vehicle,Under Investigation,14.062482,77.109501,8
FIR1234,Robbery,Belagavi,East,2025-11-22,Dalbir Pandey,24,Male,Siya Hayer,Knife,Closed,15.621132,75.259375,4
FIR1235,Burglary,Hubballi-Dharwad,East,2024-08-07,Gautami Lad,70,Male,Niharika Mishra,Rod,Closed,14.859931,76.471528,8
FIR1236,Drug Trafficking,Shivamogga,North,2024-10-16,Warda Viswanathan,32,Female,Ronith Dyal,Gun,Closed,11.773469,74.224718,7
FIR1237,Fraud,Bengaluru Urban,South,2025-09-27,Gauri Kota,61,Male,Aryan Ratta,Knife,Closed,17.817522,77.724769,8
FIR1238,Theft,Mangaluru,South,2025-05-10,Mitali Jaggi,70,Male,Yashasvi Badami,Knife,Under Investigation,12.95819,77.486136,8
FIR1239,Fraud,Mysuru,Central,2025-06-27,Yuvraj Cherian,51,Male,Janaki Sathe,Vehicle,Under Investigation,14.316343,76.15693,3
FIR1240,Kidnapping,Bengaluru Urban,South,2025-10-20,Vasudha Anand,61,Female,Lopa Sridhar,Rod,Under Investigation,17.327276,77.400631,4
FIR1241,Murder,Bengaluru Urban,Rural,2025-09-24,Divya Kata,27,Female,Nirja Wable,Rod,Under Investigation,13.363397,76.758442,10
FIR1242,Robbery,Hubballi-Dharwad,Traffic,2025-12-23,Urvi Bala,74,Male,Harrison Gara,Knife,Under Investigation,16.192381,76.994622,10
FIR1243,Assault,Shivamogga,Rural,2025-09-21,Ganga Rao,64,Female,Lajita Hari,Knife,Open,16.314627,75.891793,5
FIR1244,Vehicle Theft,Bengaluru Urban,West,2025-11-26,Nakul Chada,74,Male,Oeshi Bakshi,None,Under Investigation,16.310973,74.626704,7
FIR1245,Murder,Belagavi,South,2026-06-15,Eta Narang,22,Female,Utkarsh Ratta,None,Open,14.749151,74.579394,4
FIR1246,Robbery,Vijayapura,Rural,2025-10-24,Ranveer Deshmukh,36,Male,Aadi Sachdev,None,Closed,13.543976,77.385909,4
FIR1247,Robbery,Mysuru,West,2026-04-21,Peter Anne,64,Female,Anthony Madan,Knife,Open,12.878061,74.735558,1
FIR1248,Kidnapping,Belagavi,East,2026-03-19,Bachittar Narang,43,Female,Gopal Manne,None,Open,17.88828,78.437854,8
FIR1249,Vehicle Theft,Hubballi-Dharwad,East,2026-06-18,Varenya Kuruvilla,18,Female,Dalaja Krish,Gun,Open,12.626583,77.335347,7
FIR1250,Drug Trafficking,Mangaluru,Rural,2025-08-21,Amruta Date,45,Female,Fitan Sharma,Gun,Open,13.006632,77.685457,10
FIR1251,Robbery,Belagavi,Market,2025-09-21,Oliver Golla,29,Male,Rohan Krishna,Rod,Open,15.762063,77.166581,5
FIR1252,Robbery,Belagavi,South,2024-06-29,Yamini Nagarajan,35,Female,Shaurya Patel,Gun,Open,16.596357,75.454849,5
FIR1253,Murder,Bengaluru Urban,Rural,2025-03-20,Vidhi Bhattacharyya,40,Male,Vihaan Halder,Gun,Closed,11.50403,76.302157,9
FIR1254,Vehicle Theft,Hubballi-Dharwad,Central,2026-03-02,Ridhi Pandit,55,Female,Indali Arora,None,Open,11.751384,74.744242,4
FIR1255,Kidnapping,Belagavi,North,2025-02-07,Ekanta Sule,24,Male,Nathan Master,Knife,Under Investigation,14.854508,77.390419,6
FIR1256,Vehicle Theft,Kalaburagi,West,2026-01-10,Aadi Sane,30,Female,Ranveer Gill,Rod,Closed,14.022427,77.898704,1
FIR1257,Kidnapping,Bengaluru Urban,Traffic,2025-05-26,Tanveer Baral,53,Female,Jagat Prabhakar,Unknown,Under Investigation,15.597576,77.961085,10
FIR1258,Murder,Mangaluru,Central,2025-07-07,Samesh Jhaveri,41,Male,Watika Saran,None,Closed,13.782748,78.394588,3
FIR1259,Drug Trafficking,Vijayapura,Market,2026-01-17,Gautami Shah,73,Female,Rayaan Dara,None,Under Investigation,15.113359,77.047907,8
FIR1260,Fraud,Belagavi,South,2026-04-28,Bachittar Rajan,40,Female,Anvi Bhattacharyya,Knife,Under Investigation,14.436828,77.943891,4
FIR1261,Kidnapping,Mysuru,East,2025-11-05,Nakul Krishna,63,Male,Pahal Mohanty,None,Closed,15.436708,74.014607,9
FIR1262,Kidnapping,Bengaluru Urban,Market,2026-04-04,Diya Ramakrishnan,39,Female,Bhavna Sridhar,Unknown,Open,15.235133,77.557344,3
FIR1263,Assault,Kalaburagi,Market,2025-01-20,Logan Grewal,28,Male,Anjali Sandal,Unknown,Open,17.61054,77.164898,8
FIR1264,Cyber Crime,Mysuru,South,2025-08-06,Keya Biswas,69,Female,Janya Kakar,Unknown,Open,12.89076,78.496263,7
FIR1265,Murder,Belagavi,East,2024-08-29,Ryan Karpe,33,Male,Teerth Bhatnagar,None,Closed,17.826895,76.030954,7
FIR1266,Burglary,Bengaluru Urban,Market,2024-07-25,Ekanta Nayak,41,Male,Reva Gole,None,Open,12.699833,77.500805,6
FIR1267,Drug Trafficking,Bengaluru Urban,Central,2024-09-14,Nitesh Das,34,Female,Onkar Dugar,Vehicle,Open,11.810729,74.310393,1
FIR1268,Robbery,Tumakuru,Market,2025-11-16,Chakradev Bobal,24,Female,Jackson Choudhry,Vehicle,Closed,13.957614,74.049857,4
FIR1269,Drug Trafficking,Bengaluru Urban,South,2024-11-23,Shivani Saxena,38,Female,Siya Mannan,Gun,Open,15.161938,77.131265,10
FIR1270,Burglary,Hubballi-Dharwad,Central,2025-01-25,Chaitanya Mane,44,Female,Radhika Yohannan,None,Closed,13.36275,74.265421,7
FIR1271,Burglary,Mysuru,North,2025-01-01,Frado Gade,41,Male,Dominic Patel,Gun,Open,15.394491,77.373483,7
FIR1272,Vehicle Theft,Tumakuru,Central,2025-06-15,Chakradhar Dey,58,Male,Yuvraj Khare,Vehicle,Closed,17.602652,77.279049,5
FIR1273,Assault,Mangaluru,Rural,2025-08-18,Nathan Karan,72,Female,Bhanumati Bhatnagar,Gun,Under Investigation,15.429633,76.29759,6
FIR1274,Fraud,Mangaluru,West,2025-08-03,Raagini Patil,52,Male,Hritik De,Unknown,Open,16.093737,76.104058,6
FIR1275,Robbery,Vijayapura,Rural,2025-03-10,Prisha Kamdar,59,Male,Kamya Desai,Knife,Under Investigation,13.564569,76.487743,8
FIR1276,Vehicle Theft,Belagavi,North,2026-06-08,Balhaar Krishnamurthy,26,Male,Hemani Talwar,None,Closed,18.353727,78.108359,7
FIR1277,Fraud,Tumakuru,Rural,2026-02-18,Rachit Pathak,44,Female,Warda Krishna,Unknown,Open,12.424699,78.391713,6
FIR1278,Fraud,Shivamogga,West,2025-04-20,Upasna Kala,64,Male,Qarin Ghosh,Vehicle,Under Investigation,17.482291,76.953786,1
FIR1279,Robbery,Mysuru,East,2026-02-09,Ubika Sanghvi,32,Male,Ayushman Lata,Knife,Under Investigation,16.174377,76.67408,4
FIR1280,Theft,Mysuru,North,2025-09-20,Widisha Luthra,24,Female,Sanya Rout,None,Closed,13.969973,74.890953,8
FIR1281,Robbery,Tumakuru,Rural,2025-07-15,Champak Acharya,50,Male,Dipta Chaudhari,None,Closed,13.399563,75.414146,9
FIR1282,Kidnapping,Hubballi-Dharwad,East,2025-05-16,Gabriel Misra,26,Male,Hamsini Merchant,Unknown,Under Investigation,12.355751,76.805504,1
FIR1283,Cyber Crime,Tumakuru,West,2025-09-21,Kabir Jain,41,Female,Vihaan Rao,Knife,Closed,14.858473,75.134358,10
FIR1284,Robbery,Kalaburagi,Rural,2026-05-11,Aditya Murthy,26,Female,Nitara Varkey,Gun,Under Investigation,14.735236,78.268126,7
FIR1285,Robbery,Shivamogga,West,2025-07-11,Rehaan Sachar,27,Male,Tanay Borde,Rod,Under Investigation,14.209127,75.33261,5
FIR1286,Robbery,Mysuru,West,2024-12-30,Ekantika Amble,62,Male,Chanchal Ghosh,Rod,Closed,14.276786,75.817565,9
FIR1287,Theft,Bengaluru Urban,West,2026-05-09,Bakhshi Shanker,26,Female,Chandresh Kapur,Gun,Closed,17.283695,78.323493,7
FIR1288,Murder,Mangaluru,Market,2024-11-17,Gaurangi Choudhury,50,Female,Luke Sharaf,Gun,Open,15.605667,78.522227,10
FIR1289,Burglary,Hubballi-Dharwad,South,2026-04-17,Edhitha Shere,54,Female,Vincent Chana,Vehicle,Closed,14.684516,76.430592,10
FIR1290,Drug Trafficking,Bengaluru Urban,North,2026-04-01,Vrinda Guha,29,Female,Forum Kala,Vehicle,Under Investigation,13.862439,75.093572,4
FIR1291,Vehicle Theft,Tumakuru,Traffic,2026-05-13,Chaaya Madan,23,Male,Bina Krish,Knife,Closed,14.915471,76.354748,10
FIR1292,Robbery,Kalaburagi,Traffic,2025-10-23,Joshua Mannan,71,Male,Arjun Khalsa,Rod,Closed,17.565887,74.258431,2
FIR1293,Fraud,Mysuru,Central,2026-03-12,Raagini Puri,29,Male,Upma Nigam,Vehicle,Under Investigation,15.273663,75.689592,3
FIR1294,Fraud,Mangaluru,South,2025-04-30,Krisha Krish,63,Male,Warhi Gill,None,Open,11.948986,76.365821,5
FIR1295,Murder,Hubballi-Dharwad,Traffic,2026-05-19,Nachiket Menon,65,Female,Vasudha Varughese,Rod,Open,16.375435,78.734834,4
FIR1296,Theft,Shivamogga,East,2024-07-25,Jack Bhasin,62,Male,Daksh Edwin,Gun,Closed,12.075125,74.240228,3
FIR1297,Burglary,Tumakuru,Central,2024-07-14,Manthan Rana,70,Female,Ronith Hegde,Gun,Open,12.717976,74.548969,6
FIR1298,Robbery,Shivamogga,Traffic,2025-03-01,Aarav Kar,36,Female,Ishaan Garde,None,Under Investigation,17.930032,76.616557,1
FIR1299,Murder,Vijayapura,West,2024-07-28,Aryan Gopal,23,Male,Urvashi Badami,Rod,Open,12.5974,75.27179,8
FIR1300,Fraud,Kalaburagi,Traffic,2026-02-04,Harshil Shetty,65,Female,Oliver Date,Gun,Under Investigation,14.027266,76.032669,2
FIR1301,Theft,Mysuru,Central,2025-05-05,Kashish Kibe,61,Female,Elijah Misra,Vehicle,Under Investigation,17.531897,75.885671,1
FIR1302,Fraud,Kalaburagi,Traffic,2026-01-03,Wishi Mand,53,Male,Adweta Kanda,Rod,Open,18.053042,74.362181,7
FIR1303,Murder,Mysuru,Market,2026-04-29,Qushi Kaul,20,Female,Nidra Batra,Unknown,Closed,12.324245,77.252943,6
FIR1304,Robbery,Belagavi,East,2026-03-28,Gopal Apte,23,Female,Anjali Krishna,Gun,Closed,15.056974,76.876256,5
FIR1305,Burglary,Belagavi,Traffic,2024-08-04,Abha Ram,59,Female,Kritika Deol,Unknown,Open,16.041655,76.06016,3
FIR1306,Vehicle Theft,Ballari,East,2025-07-25,Ubika Deep,32,Female,Pooja Pillai,None,Under Investigation,14.878768,74.241562,6
FIR1307,Theft,Hubballi-Dharwad,Central,2025-11-22,Triveni Varty,40,Female,Ansh Johal,Unknown,Open,12.012427,75.862641,5
FIR1308,Kidnapping,Kalaburagi,Traffic,2024-08-26,Vasudha Sagar,61,Male,Chandran Mall,Rod,Closed,15.299596,76.710675,5
FIR1309,Kidnapping,Vijayapura,North,2024-11-12,Frado Deol,61,Female,Daksh Varma,Knife,Open,13.151605,78.178173,1
FIR1310,Vehicle Theft,Kalaburagi,South,2025-01-29,Guneet Bail,67,Female,Mohini Raman,Knife,Open,15.704566,77.248667,5
FIR1311,Theft,Bengaluru Urban,North,2025-08-15,Bina Prabhu,27,Male,Yashvi Walia,None,Under Investigation,16.479488,76.470766,7
FIR1312,Fraud,Ballari,Market,2025-09-27,Krish Vohra,73,Male,Pushti Pall,Vehicle,Under Investigation,16.95487,76.203563,1
FIR1313,Vehicle Theft,Kalaburagi,East,2026-03-30,Vedhika Tak,36,Female,Dalbir Dalal,Unknown,Closed,18.320474,78.041917,10
FIR1314,Robbery,Ballari,Traffic,2025-10-26,Ekbal Comar,68,Male,Eta Jha,None,Open,12.466778,78.036019,2
FIR1315,Assault,Mangaluru,Market,2025-09-17,Ayaan Natarajan,55,Female,Quincy Ganguly,Vehicle,Under Investigation,16.207574,76.491929,10
FIR1316,Murder,Tumakuru,Rural,2025-05-15,Ubika Aggarwal,20,Female,Raagini Desai,None,Open,18.1857,74.122345,9
FIR1317,Murder,Mysuru,East,2025-10-09,Yochana Khurana,49,Female,Ranbir Bhatti,Vehicle,Under Investigation,14.770487,75.785833,2
FIR1318,Robbery,Hubballi-Dharwad,East,2026-02-14,Chameli Tata,50,Male,Oviya Singh,Vehicle,Closed,17.403023,75.434253,7
FIR1319,Theft,Mysuru,North,2026-06-02,Damini Soni,56,Female,Faraj Srinivas,Gun,Closed,12.778276,78.20481,5
FIR1320,Cyber Crime,Shivamogga,South,2025-07-31,Ishwar Contractor,57,Male,Raksha Seth,Gun,Closed,17.683281,75.125183,10
FIR1321,Assault,Vijayapura,South,2025-06-15,Caleb Nagar,28,Male,Hamsini Dhingra,Unknown,Open,16.197517,77.398897,5
FIR1322,Murder,Vijayapura,Market,2025-05-03,Agastya Nayak,41,Female,Gunbir Khatri,Unknown,Under Investigation,13.188986,75.680175,1
FIR1323,Drug Trafficking,Vijayapura,South,2025-09-08,Eiravati Swamy,19,Male,Mason Bava,None,Under Investigation,15.004655,76.23277,7
FIR1324,Kidnapping,Bengaluru Urban,West,2024-12-31,Sachi Grover,32,Female,Dayita Srivastava,Gun,Under Investigation,12.508384,76.750247,7
FIR1325,Fraud,Mysuru,Market,2025-06-29,Jai Issac,48,Male,Samesh Apte,Rod,Open,13.938757,78.606289,1
FIR1326,Burglary,Mangaluru,Market,2024-06-27,Nimrat Sheth,55,Female,Harshil Chacko,Vehicle,Closed,17.845619,74.028843,6
FIR1327,Cyber Crime,Hubballi-Dharwad,Rural,2026-04-20,Krishna Halder,74,Male,Ganga Tak,Knife,Open,17.764348,74.707166,9
FIR1328,Fraud,Bengaluru Urban,East,2026-03-17,Ekbal Sood,23,Male,Onveer Mangal,Unknown,Open,13.736696,74.753122,2
FIR1329,Theft,Ballari,Traffic,2024-10-01,Yasti Kumar,29,Male,Harshil Mangat,Vehicle,Open,13.387343,76.971323,7
FIR1330,Burglary,Shivamogga,South,2025-03-14,Ronith Sama,35,Female,Harsh Nigam,Gun,Closed,17.588374,75.370519,1
FIR1331,Robbery,Belagavi,East,2024-08-09,Varsha Mukherjee,18,Female,Shivani Jaggi,Unknown,Open,13.320006,77.941839,7
FIR1332,Burglary,Vijayapura,Market,2024-11-02,Michael Narayan,59,Male,Noah Mittal,Rod,Closed,13.147388,75.504135,4
FIR1333,Vehicle Theft,Shivamogga,Rural,2025-09-11,Ati Singh,43,Male,Benjamin Rattan,Knife,Under Investigation,15.23926,76.286489,6
FIR1334,Theft,Tumakuru,Market,2024-12-04,Noah Saini,67,Male,Raagini Hari,Knife,Closed,17.266588,75.328752,5
FIR1335,Drug Trafficking,Tumakuru,Central,2025-05-23,Lohit Basu,26,Male,Frado Tailor,Vehicle,Under Investigation,18.384206,75.546748,8
FIR1336,Cyber Crime,Mangaluru,South,2026-01-10,Timothy Kara,41,Female,Bishakha Gola,Gun,Under Investigation,14.383501,77.919725,8
FIR1337,Assault,Kalaburagi,Traffic,2025-07-17,Finn Hans,18,Female,Jagrati Wadhwa,Vehicle,Open,17.943031,74.618323,10
FIR1338,Fraud,Kalaburagi,West,2026-02-08,Edhitha Chaudhari,50,Male,Vrinda Toor,None,Open,17.974678,76.598509,9
FIR1339,Vehicle Theft,Mangaluru,East,2025-12-11,Vidhi Wadhwa,70,Male,Vedika Bandi,None,Open,14.085008,74.473085,3
FIR1340,Drug Trafficking,Bengaluru Urban,South,2025-01-12,Bakhshi Garg,60,Male,Tanish Bhatia,Knife,Under Investigation,15.556689,76.656593,5
FIR1341,Burglary,Shivamogga,Traffic,2026-01-01,Gopal Mann,40,Male,Tripti Nayar,None,Open,15.78278,75.849017,10
FIR1342,Cyber Crime,Mangaluru,West,2025-04-01,Kashvi Date,30,Female,Reyansh Kalita,Unknown,Open,18.390305,77.736248,6
FIR1343,Kidnapping,Kalaburagi,South,2025-09-25,Karan Garg,18,Female,Madhavi Goswami,Knife,Closed,12.816476,76.816119,4
FIR1344,Vehicle Theft,Belagavi,South,2024-11-27,Pallavi Karpe,24,Female,Azad Sura,Unknown,Closed,11.572155,74.128634,2
FIR1345,Cyber Crime,Tumakuru,East,2025-08-06,Farhan Devan,39,Male,Hitesh Natarajan,Knife,Under Investigation,16.437343,74.308353,6
FIR1346,Burglary,Shivamogga,East,2025-09-30,Bahadurjit Chaudhari,71,Female,Advay Kamdar,Gun,Open,17.188548,77.207217,5
FIR1347,Assault,Tumakuru,Central,2025-11-12,Inaya Badal,62,Male,Yoshita Sharaf,Gun,Open,11.65131,77.115033,5
FIR1348,Cyber Crime,Belagavi,East,2024-07-01,Ayaan Dhar,30,Male,Agastya Madan,None,Under Investigation,18.322301,74.312846,7
FIR1349,Kidnapping,Bengaluru Urban,East,2025-05-27,Xavier Sinha,37,Male,Neelima Gara,Rod,Closed,13.426873,75.251455,5
FIR1350,Kidnapping,Kalaburagi,Market,2025-11-27,Manbir Nagar,55,Female,Veda Rege,Gun,Closed,15.987727,74.95328,3
FIR1351,Burglary,Hubballi-Dharwad,Central,2026-02-15,Chandresh Prasad,54,Female,Dalbir Kaul,Gun,Closed,17.429371,76.088617,3
FIR1352,Assault,Shivamogga,Central,2026-01-26,Wridesh Mohan,20,Male,Chatresh Shanker,None,Under Investigation,12.702591,77.842357,7
FIR1353,Fraud,Mangaluru,South,2025-07-24,Gavin Mukherjee,47,Female,Radha Apte,Vehicle,Open,11.55292,75.836299,8
FIR1354,Vehicle Theft,Mysuru,Market,2025-11-05,Edhitha Srinivasan,19,Female,Vasana Pingle,Unknown,Open,17.309217,78.744446,5
FIR1355,Murder,Vijayapura,North,2025-08-08,Damini Bakshi,40,Female,Owen Rana,Knife,Under Investigation,15.876355,76.583518,5
FIR1356,Murder,Shivamogga,Rural,2025-06-28,Ladli Patla,37,Female,Vidhi Bawa,None,Closed,17.261495,75.360748,5
FIR1357,Theft,Tumakuru,Traffic,2026-01-27,Bhavani Swaminathan,72,Female,Yauvani Sachdev,Knife,Closed,16.362026,75.371703,5
FIR1358,Theft,Hubballi-Dharwad,Central,2025-10-01,Jalsa Mander,63,Male,Qadim Sekhon,Rod,Under Investigation,16.63999,74.34834,7
FIR1359,Kidnapping,Mangaluru,Market,2026-04-18,Vedika Varughese,62,Female,Rachita Toor,Rod,Closed,12.801996,74.350226,4
FIR1360,Burglary,Shivamogga,Rural,2025-09-01,Raghav Krishnamurthy,70,Female,Samarth Singh,Unknown,Under Investigation,13.459466,75.67451,2
FIR1361,Drug Trafficking,Kalaburagi,Central,2025-03-16,Gabriel Ramesh,36,Male,Radha Chadha,Gun,Closed,17.182377,74.492577,3
FIR1362,Theft,Shivamogga,South,2025-04-07,Ayushman Mistry,50,Male,Abhimanyu Bhavsar,Gun,Under Investigation,14.829952,74.010386,9
FIR1363,Burglary,Vijayapura,Traffic,2025-11-30,Ethan Sinha,46,Female,Varenya Brar,Vehicle,Open,16.319049,75.552685,3
FIR1364,Assault,Mysuru,South,2026-04-26,Amrita Bakshi,63,Male,Dhruv Thaman,Vehicle,Closed,12.735576,76.087865,6
FIR1365,Assault,Shivamogga,Traffic,2025-06-04,Vedant Sarna,52,Male,Lakshmi Sidhu,Knife,Closed,16.966416,78.27145,7
FIR1366,Cyber Crime,Hubballi-Dharwad,Market,2026-01-09,Mitali Vohra,37,Female,Siddharth Sahota,Knife,Open,15.887536,75.551498,9
FIR1367,Kidnapping,Kalaburagi,Market,2026-06-01,Brinda Morar,54,Male,Janya Bhatnagar,Unknown,Closed,14.913215,76.10644,1
FIR1368,Fraud,Tumakuru,East,2025-05-27,Mohini Tripathi,35,Female,Vanya Nadig,Knife,Closed,17.582754,78.496734,2
